form	lemma	POS	morph
escudier	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
appella	apelar 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
dis	dire	NOMcom	NOMB.=p|GENRE=m|CAS=n
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
sonar	sonar	VERinf	MORPH=empty
,	,	PONfbl	_
quar	car3	CONcoo	MORPH=empty
ben	bẹṉ	ADVgen	DEGRE=p
er	ęser	ADVgen	DEGRE=-
ora	ọra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
sopar	sopar	VERinf	MORPH=empty
quant	can	CONsub	MORPH=empty
las	lo3	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
aura	avẹr	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reis	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=n
auzidas	auzir	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
»	»	PONpdr	MORPH=empty
mas	mais 	CONcoo	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
domnas	dọmna	VERppe	NOMB.=s|GENRE=m|CAS=n
qu'	que	CONsub	MORPH=empty
eron	ęser	VERppe	NOMB.=s|GENRE=m|CAS=r
issidas	eisir	NOMpro	NOMB.=s|GENRE=m|CAS=n
als	al2	PROper	NOMB.=s|GENRE=m|CAS=n
fenestrals	fenestral	NOMpro	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
ques	que	DETint	NOMB.=s|GENRE=m|CAS=n
esgardavon	esgardar	NOMpro	NOMB.=s|GENRE=m|CAS=n
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cavalliers	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
biordavon	baordar	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
quant	can	CONsub	MORPH=empty
auzon	auzir	NOMpro	NOMB.=s|GENRE=m|CAS=r
ques	que2	DETint	NOMB.=s|GENRE=m|CAS=n
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
sona	sonar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
dison	dire	VERcjg	NOMB.=s|GENRE=m|CAS=n
:	:	PONfbl	_
«	«	PONpga	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
ancara	ancar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
nona	non	ADVneg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
et	e	CONcoo	MORPH=empty
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
sona	sonar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
ja	ja	ADVgen	DEGRE=-
!	!	PONfrt	_
so	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
marit	marit	NOMcom	NOMB.=s|GENRE=m|CAS=r
perda	pęrdre 	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
la	lai	DETdef	NOMB.=s|GENRE=f|CAS=n
va	anar	VERcjg	MODE=imp|PERS.=2|NOMB.=s
quandis	candis	NOMpro	NOMB.=s|GENRE=m|CAS=n
cavalliers	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
i	i	PROadv	MORPH=empty
biort	baordar	NOMpro	NOMB.=s|GENRE=m|CAS=n
!	!	PONfrt	_
ja	ja	ADVgen	DEGRE=-
per	per	NOMcom	MORPH=empty
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
no	nọṉ	NOMcom	MORPH=empty
-m	me	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
perdam	pęrdre 	VERppe	NOMB.=s|GENRE=m|CAS=n
cort	cọrt2	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
!	!	PONfrt	_
»   »   PONpdr  MORPH=empty
abtant	ab+tan	VERppa	NOMB.=s|GENRE=m|CAS=n
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reis	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=n
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
es	ęser	PRE.DETdef	DEGRE=-
intratz	intrar	VERppe	NOMB.=s|GENRE=m|CAS=n
;	;	PONfbl	_
coma	cọm	ADVint	MORPH=empty
savis	savi	NOMcom	NOMB.=s|GENRE=m|CAS=n
es	e	PRE.DETdef	DEGRE=-
essenhatz	ensenhar 	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
venc	venir	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	ab	PRE	MORPH=empty
flamenca	Flamenca	NOMpro	NOMB.=s|GENRE=m|CAS=n
el	ẹn+lo2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
palais	palatz	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	e	CONcoo	MORPH=empty
ab	ab	NOMcom	MORPH=empty
si	sẹ	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
lains	laïns 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
trais	traire	NOMcom	NOMB.=p|GENRE=m|CAS=n
;	;	PONfbl	_
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
baro	barọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
trastut	trastọt	ADVgen	NOMB.=s|GENRE=m|CAS=r
lo	lo3	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
segueron	sęgre	NOMcom	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
cavallier	cavalier	NOMpro	NOMB.=s|GENRE=m|CAS=n
ques	que	DETint	NOMB.=s|GENRE=m|CAS=n
ameneron	amenar 	NOMcom	NOMB.=p|GENRE=m|CAS=n
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
domnas	dọmna	VERppe	NOMB.=s|GENRE=m|CAS=n
ques	que	DETint	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
alegramen	alegramẹn2	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
domnejan	domnejar 	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
vespras	vęspra	NOMcom	NOMB.=s|GENRE=m|CAS=n
cantet	cantar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
hom	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
aut	aut	ADVgen	DEGRE=-
e	e	CONcoo	MORPH=empty
bas	bas	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	_
quan	can	CONsub	MORPH=empty
dichas	dire	NOMcom	NOMB.=s|GENRE=m|CAS=n
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
de	de	PRE	MORPH=empty
pas	pas	NOMcom	MORPH=empty
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reis	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=n
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
eis	eisir	NOMcom	PERS.=3|NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
men'	menar	ADJpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
ap	ab	PRE	MORPH=empty
se	sẹ	CONsub	MORPH=empty
flamenc'	Flamenca	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ten	tenẹr	ADVgen	PERS.=2|NOMB.=s|GENRE=m|CAS=r
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
man	maṉ	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=r
el	ẹn+lo2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
se	sẹṉ	CONsub	MORPH=empty
,	,	PONfbl	_
cais	cais2	NOMcom	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
vesadura	vezadura	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
privada	privat	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
reina	regina	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fon	ęser	NOMcom	NOMB.=s|GENRE=m|CAS=r
mout	mọlt 	ADVgen	DEGRE=-
irada	irat	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
n'	ẹn2	ADVneg	MORPH=empty
archimbautz	Archimbautz	VERppe	NOMB.=s|GENRE=m|CAS=n
ben	bẹṉ	ADVgen	DEGRE=p
atretan	atretan	ADVgen	DEGRE=-
,	,	PONfbl	_
mais	mais 	CONcoo	MORPH=empty
nocan	nọnca	ADVgen	DEGRE=-
fes	faire	VERcjg	NOMB.=p|GENRE=f|CAS=r
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=r
semblan	semblan	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
sopar	sopar	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
ben	bẹṉ	ADVgen	DEGRE=p
e	e	CONcoo	MORPH=empty
gent	gẹn2	NOMcom	NOMB.=s|GENRE=f|CAS=n
;	;	PONfbl	_
assaz	asatz	ADVgen	DEGRE=-
an	avẹr	PRE	MORPH=empty
neulas	neula	ADJqua	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
pimen	pimẹn	ADJqua	DEGRE=-
e	e	CONcoo	MORPH=empty
raust	raust2	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
fruchas	fruch	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
boinetas	bonhẹta	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
rosas	rǫza	NOMcom	NOMB.=s|GENRE=m|CAS=n
freschas	frẹsc	NOMpro	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
violetas	violẹta	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
glaz	glatz	VERppe	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
e	e	CONcoo	MORPH=empty
neu	nęu	NOMcom	NOMB.=s|GENRE=m|CAS=r
per	per	NOMcom	MORPH=empty
refretzir	refregir	VERinf	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
,	,	PONfbl	_
que	que	CONsub	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
tolla	tǫlre	ADVgen	DEGRE=-
dormir	dormir	VERinf	MORPH=empty
.	.	PONfrt	_
del	de+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
joi	jǫi	NOMcom	DEGRE=-
ques	que	DETint	NOMB.=s|GENRE=m|CAS=n
an	avẹr	PRE	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
menat	menar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
eron	ęser	VERppe	NOMB.=s|GENRE=m|CAS=r
totas	tọt	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
lassat	lasar2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
jazer	jazẹr	NOMcom	MORPH=empty
tro	tro	ADVgen	DEGRE=-
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
endema	endemaṉ	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
.	.	PONfrt	_
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
si	si	ADVgen	DEGRE=-
per	per	NOMcom	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
rema	remanẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
cil	cẹl2	PROdem	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
son	ęser	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
nou	nǫu2	ADJqua	NOMB.=s|GENRE=m|CAS=r
adobat	adobar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si2	ADVgen	DEGRE=-
foron	ęser	NOMcom	NOMB.=p|GENRE=m|CAS=n
ja	ja	ADVgen	DEGRE=-
antresenhat	entresenhar 	VERcjg	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
van	anar	NOMcom	NOMB.=s|GENRE=m|CAS=r
pongen	ponhẹn	NOMcom	NOMB.=s|GENRE=m|CAS=r
per	per	NOMcom	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
carreiras	carriera	NOMpro	NOMB.=s|GENRE=m|CAS=n
ab	ab	NOMcom	MORPH=empty
sonalz	sonalh	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
mantas	maint	ADVgen	DEGRE=-
manieras	maniera	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
adonc	adonc	ADVgen	DEGRE=-
si	sẹ	ADVgen	DEGRE=-
leva	levar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
-l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
remestiris	remestili	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
a	a2	PRE	MORPH=empty
n'	ẹn2	ADVneg	MORPH=empty
archimbaut	Archimbautz	NOMpro	NOMB.=s|GENRE=m|CAS=n
creis	crẹiser	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
consiris	consir	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
et	e	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
tal	tal	ADVgen	NOMB.=s|GENRE=m|CAS=r
dol	dǫl	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
ins	ins	ADVgen	DEGRE=-
en	ẹn	PRE	MORPH=empty
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cor	cǫr	NOMcom	MORPH=empty
qu'	que2	CONsub	MORPH=empty
a	a2	PRE	MORPH=empty
pena	pẹna	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
ten	tenẹr	ADVgen	PERS.=2|NOMB.=s|GENRE=m|CAS=r
que	que2	CONsub	MORPH=empty
non	nọṉ	NOMcom	MORPH=empty
mor	morir	VERppe	NOMB.=p|GENRE=m|CAS=n
;	;	PONfbl	_
daus	deves	NOMcom	NOMB.=s|GENRE=m|CAS=n
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
autra	autre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
part	part3	VERcjg	NOMB.=s|GENRE=f|CAS=r
vol	volẹr	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
far	faire	ADVgen	MORPH=empty
conort	conǫrt	VERppe	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
reina	regina	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
blasma	blasmar	ADVgen	DEGRE=-
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
car	car3	CONcoo	MORPH=empty
anc	anc	ADVgen	DEGRE=-
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
mes	mẹtre	CONcoo	MORPH=empty
en	ẹn	PRE	MORPH=empty
sospieizo	sospeisọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
flamenca	Flamenca	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
nul'	nul	DETind	NOMB.=s|GENRE=m|CAS=r
occaiso	ocaizọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
plus	plus	ADVgen	DEGRE=-
gen	gẹn2	NOMcom	PERS.=1|NOMB.=s|GENRE=m|CAS=n
que	que2	CONsub	MORPH=empty
poc	podẹr	ADVgen	DEGRE=-
so	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mal	mal	ADVgen	DEGRE=-
cubri	cobrir	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	_
tot	tọt	ADVgen	NOMB.=s|GENRE=n|CAS=r
son	sọṉ2	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tesaur	tezaur	NOMcom	NOMB.=s|GENRE=m|CAS=r
gent	gẹn2	NOMcom	NOMB.=s|GENRE=f|CAS=n
adubri	adubrir	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
largamen	largamen	NOMcom	NOMB.=s|GENRE=m|CAS=n
don'	donar	ADVgen	DEGRE=-
e	e	CONcoo	MORPH=empty
despen	despẹndre	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
bon	bọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
del	de+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
sieu	sęu	VERppe	NOMB.=s|GENRE=m|CAS=n
pren	prẹndre	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
17	@num@	PROper	MORPH=empty
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
duret	durar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
plus	plus	ADVgen	DEGRE=-
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
cortz	cọrt2	VERppe	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	_
et	e	CONcoo	MORPH=empty
anc	anc	ADVgen	DEGRE=-
non	nọṉ	NOMcom	MORPH=empty
saup	saber	NOMcom	NOMB.=s|GENRE=m|CAS=r
negus	neguṉ	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
quals	quinh	VERppe	NOMB.=s|GENRE=m|CAS=n
dels	de+lo2	ADVgen	NOMB.=s|GENRE=m|CAS=n
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
mieilz	męlhs	ADVgen	DEGRE=c
li	lo3	DETdef	NOMB.=s|GENRE=m|CAS=n
estet	estar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
totz	tọt	PROind	NOMB.=s|GENRE=m|CAS=n
jornz	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
cortz	cọrt2	VERppe	NOMB.=p|GENRE=m|CAS=r
melluret	melhorar	VERcjg	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
conduh	conduch	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
per	per	NOMcom	MORPH=empty
mession	mesiọṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	_
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
ric	ric	NOMcom	NOMB.=s|GENRE=m|CAS=r
homen	ọme	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
-l	el	DETdef	NOMB.=s|GENRE=f|CAS=n
baron	barọṉ	NOMcom	NOMB.=p|GENRE=m|CAS=n
si	sẹ	ADVgen	DEGRE=-
meravillan	meravelhar	NOMcom	NOMB.=s|GENRE=f|CAS=r
don	dọn2	ADVgen	DEGRE=-
es	ęser	PRE.DETdef	DEGRE=-
pres	prẹndre	ADVgen	DEGRE=-
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
qu'	que	CONsub	MORPH=empty
ens	ẹn2	ADVgen	DEGRE=-
archimbautz	Archimbautz	VERppe	NOMB.=s|GENRE=m|CAS=n
a	avẹr	PRE	MORPH=empty
despes	despẹndre	ADVgen	DEGRE=-
.	.	PONfrt	_
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
vinten	vintẹṉ	NOMcom	NOMB.=s|GENRE=f|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
departi	departir	VERppe	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reis	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
l'	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
autre	autre	PROind	NOMB.=s|GENRE=f|CAS=r
atressi	atresi	ADVgen	DEGRE=-
;	;	PONfbl	_
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
reina	regina	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
non	nọṉ	NOMcom	MORPH=empty
volgra	volẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
jes	gẹns	ADVgen	MORPH=empty
li	li	DETdef	NOMB.=s|GENRE=m|CAS=n
cortz	cọrt2	VERppe	NOMB.=p|GENRE=m|CAS=r
dures	durar	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ancar	ancar	ADVgen	MORPH=empty
u	uṉ	CONcoo	NOMB.=p|GENRE=m|CAS=i
mes	mẹs	CONcoo	MORPH=empty
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
be	bẹṉ	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
-s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
cuja	cuidar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
certanamen	certanamẹn	NOMcom	NOMB.=s|GENRE=f|CAS=r
le	lo2	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reis	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=n
am	amar	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
flamencha	Flamenca	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
sen	sẹn	PRE	MORPH=empty
;	;	PONfbl	_
mas	mais 	CONcoo	MORPH=empty
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
non	nọṉ	NOMcom	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
ama	amar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
per	per	NOMcom	MORPH=empty
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	_
anz	anz	NOMcom	DEGRE=-
cujet	cuidar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
far	faire	ADVgen	MORPH=empty
mout	mọlt 	ADVgen	DEGRE=-
gran	gran 	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
amor	amọr	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a2	PRE	MORPH=empty
n'	ẹn2	ADVneg	MORPH=empty
archimbaut	Archimbautz	NOMpro	NOMB.=s|GENRE=m|CAS=n
quan	can	CONsub	MORPH=empty
l'	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
abrassava	abrassar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vezen	vezẹr	NOMcom	NOMB.=s|GENRE=f|CAS=r
sos	sos	PRE	MORPH=empty
ueils	ǫlh	ADVgen	DEGRE=-
,	,	PONfbl	_
e	e	CONcoo	MORPH=empty
la	lo3	DETdef	NOMB.=s|GENRE=f|CAS=n
baisava	baizar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	_
car	car3	CONcoo	MORPH=empty
negun	neguṉ	NOMcom	NOMB.=s|GENRE=m|CAS=r
mal	mal	ADVgen	DEGRE=-
el	el2	PRE.DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=n
no	nọṉ	NOMcom	MORPH=empty
i	i	PROadv	MORPH=empty
enten	entẹndre	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	_
chascuns	cascuṉ	PROind	NOMB.=s|GENRE=m|CAS=n
s'	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
vai	anar	VERcjg	MODE=imp|PERS.=2|NOMB.=s
fort	fǫrt	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ben	bẹṉ	ADVgen	DEGRE=p
dizent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
es	e	PRE.DETdef	DEGRE=-
tenent	tenẹr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tut	tọt	ADVgen	NOMB.=s|GENRE=m|CAS=n
per	per	NOMcom	MORPH=empty
