form	lemma	POS	morph
primeir	primier	ADJord	NOMB.=s|GENRE=m|CAS=n
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXIIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
costeront	costar	ADJqua	NOMB.=s|GENRE=m|CAS=n
dos	dọs	NOMcom	NOMB.=s|GENRE=m|CAS=n
bramas	brasma	NOMcom	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
doas	dọs	NOMcom	NOMB.=s|GENRE=m|CAS=n
tenchas	tẹnca	VERppa	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
donemes	donar	VERppe	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tertz	tęrtz	VERppe	NOMB.=s|GENRE=m|CAS=n
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
coseilh	consẹlh	VERppe	NOMB.=s|GENRE=m|CAS=r
W	W	CONcoo	MORPH=empty
Malneir	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
venc	venir	NOMcom	NOMB.=s|GENRE=m|CAS=n
dire	dire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bailios	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
non	nọṉ	NOMcom	MORPH=empty
avia	avẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ges	gẹns	NOMcom	MORPH=empty
de	de	PRE	MORPH=empty
peisso	peisọṉ	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
dinar	dinar	ADVgen	MORPH=empty
e	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
rasons	razọṉ	NOMcom	NOMB.=p|GENRE=m|CAS=n
qu	que	CONsub	MORPH=empty
ilh	el2	ADVgen	DEGRE=-
entramezes	entremẹtre	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
profeitz	profęrre	VERppe	NOMB.=s|GENRE=m|CAS=n
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
escriure	escriure	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Jonet	Jonet	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Dunels	Dunels	ADVgen	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
dos	dọs	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
nicheu	Micheu	NOMpro	NOMB.=s|GENRE=m|CAS=r
filhs	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
lh	lo2	ADVgen	DEGRE=-
uchaires	ucadọr	NOMpro	NOMB.=s|GENRE=m|CAS=n
despenderont	despẹndre	VERcjg	NOMB.=x|GENRE=x|CAS=x
a	a2	PRE	MORPH=empty
Vaira	Vaira	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
per	pẹr	NOMcom	MORPH=empty
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bailios	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
avia	avẹr	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mes	mẹs	CONcoo	MORPH=empty
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
leuc	lǫc	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
demandas	demanda	VERppa	DEGRE=-
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
percurador	procuradọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
nostre	nǫstre	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
coseillar	conselhier	NOMcom	NOMB.=s|GENRE=m|CAS=n
aleguet	alegar	NOMpro	NOMB.=s|GENRE=m|CAS=n
denant	denan	VERppa	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
cosol	consol	NOMcom	NOMB.=s|GENRE=m|CAS=r
no	nọṉ	NOMcom	MORPH=empty
deviont	devẹr	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
plediar	plaidejar	ADJqua	MORPH=empty
mans	mais	ADVgen	DEGRE=-
en	ẹn3	PRE	MORPH=empty
nostra	nǫstre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
reseansa	residensa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
remes	remẹtre	NOMcom	NOMB.=s|GENRE=m|CAS=n
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	a2	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Sebazac	Sebazac	VERppe	NOMB.=s|GENRE=m|CAS=n
aprochant	aprochant	VERppa	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
venres	vẹnre	NOMcom	NOMB.=s|GENRE=m|CAS=n
apres	apręs	ADVgen	DEGRE=-
Saint_Gorgori	Sanh_Gregori	NOMpro	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
marts	martz	VERppe	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
per	pẹr	NOMcom	MORPH=empty
dos	dọs	NOMcom	NOMB.=s|GENRE=m|CAS=n
jorns	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
que	que	CONsub	MORPH=empty
mes	mẹtre	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
anar	anar	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
venir	venir	VERinf	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
S	S	CONsub	DEGRE=-
de	de	PRE	MORPH=empty
Biuolet	Biuolet	NOMpro	NOMB.=s|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
sers	sęr	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
estet	estar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
e	e	CONcoo	MORPH=empty
sos	sos	PRE	MORPH=empty
escueirs	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
ches	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
S	S	CONsub	DEGRE=-
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
ferar	ferrar	VERinf	MORPH=empty
sos	sos	PRE	MORPH=empty
chavaus	caval	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
bec	bẹure	ADJqua	MORPH=empty
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
pa	paṉ	PRE	MORPH=empty
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
arenc	arẹnc	ADVgen	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
donet	donar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
D	D	PRE	MORPH=empty
Peyral	Peiral	NOMpro	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
Bertrant	Bertrant	NOMpro	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
clers	clẹrc	ADJqua	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
cortezias	cortezia	ADJqua	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
faia	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sapte	sabde	VERppe	NOMB.=s|GENRE=f|CAS=n
apres	apręs	ADVgen	DEGRE=-
Pachas	pasca	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Manzac	Manzac	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lai	lai	ADVgen	NOMB.=s|GENRE=f|CAS=r
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
CVIII	@num@	PROdem	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
prezens	prezẹn2	PROord	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
bochas	bọca	NOMcom	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tramesa	tramẹtre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
geus	jǫus	VERppe	NOMB.=s|GENRE=m|CAS=n
avans	avan	ADVgen	DEGRE=-
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
marts	martz	VERppe	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
sisteir	sestier	VERinf	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
cosol	consol	NOMcom	NOMB.=s|GENRE=m|CAS=r
doneront	donar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
a	a2	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
marts	martz	VERppe	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVIII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Tondeires	Tondeire	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
W	W	CONcoo	MORPH=empty
Tucarela	Tucarela	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
anar	anar	VERinf	MORPH=empty
parlar	parlar	VERinf	MORPH=empty
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
Torneule	Torneule	NOMpro	NOMB.=s|GENRE=f|CAS=r
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
fait	fach	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vila	vila	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
es	ęser	PRE.DETdef	DEGRE=-
a	a2	PRE	MORPH=empty
saber	saber	VERinf	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
salari	salari	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
lugers	loguier	NOMcom	NOMB.=s|GENRE=m|CAS=n
deus	de+lo2	NOMpro	NOMB.=s|GENRE=m|CAS=n
rosis	rociṉ	NOMcom	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
endema	endemaṉ	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
marts	martz	VERppe	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVIII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tracriut	trascriut	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
aguesmes	avẹr	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Guilheme	Guilheme	NOMpro	NOMB.=s|GENRE=f|CAS=n
Basto	Basto	NOMcom	NOMB.=s|GENRE=m|CAS=n
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mandament	mandamẹn	ADVgen	DEGRE=-
d	de	PRE	MORPH=empty
anar	anar	VERinf	MORPH=empty
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
parlament	parlamẹn	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
Saint_Marti	Sanh_Marti	NOMpro	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Tors	Tors	NOMpro	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
geus	jǫus	VERppe	NOMB.=s|GENRE=m|CAS=n
apres	apręs	ADVgen	DEGRE=-
Nostra_Dona	Nostra_Dona	NOMpro	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
marts	martz	VERppe	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVIII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXVI	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
dinar	dinar	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
feiront	faire	VERcjg	NOMB.=x|GENRE=x|CAS=x
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
cosol	consol	NOMcom	NOMB.=s|GENRE=m|CAS=r
aus	al2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
fraires	fraire	NOMcom	NOMB.=s|GENRE=m|CAS=n
menors	menọr	ADVgen	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
XLIIII	@num@	PROper.PROper	NOMB.=s|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
lhus	lus	VERppe	NOMB.=s|GENRE=m|CAS=n
apres	apręs	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
tres	@num@	ADVgen	DEGRE=-
deu	de+lo2	NOMpro	NOMB.=s|GENRE=m|CAS=r
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Rion	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
avion	avẹr	NOMcom	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
denant	denan	VERppa	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
desendent	descẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Sebazac	Sebazac	VERppe	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
remudat	remudar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a2	PRE	MORPH=empty
Rion	Riom	NOMpro	NOMB.=s|GENRE=m|CAS=n
denant	denan	VERppa	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
E	e	CONcoo	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dareir	derier	VERinf	MORPH=empty
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	MORPH=empty
abril	abril	NOMcom	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVIII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
per	pẹr	NOMcom	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
salari	salari	NOMpro	NOMB.=s|GENRE=m|CAS=n
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Tondeires	Tondeire	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
W	W	CONcoo	MORPH=empty
Porteir	Porteir	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
Ugo	Ugo	PROper.PROper	NOMB.=s|GENRE=m|CAS=r
Tiseir	Tiseir	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
foront	ęser	ADVgen	DEGRE=-
a	a2	PRE	MORPH=empty
